Case;VehCat;Year;TrafficScenario;Component;RoadCat;AmbientCondPattern;IDSubsegment;Subsegment;Technology;SizeClasse;EmConcept;KM;%OfSubsegment;EFA;EFA_weighted;EFA_km;EFA_km_weighted
2005ColdDetailed[3.1];pass. car;2010;;PM;;Tÿ,7-8h,0-1km;111310;PC petrol >=2L Euro-1;petrol (4S);>=2L;PC-P-Euro-1;50000.00;1.00;0.00;;;
2005ColdDetailed[3.1];pass. car;2010;;PM;;Tÿ,7-8h,0-1km;121130;PC diesel <1,4L Euro-3;diesel;<1,4L;PC-D-Euro-3;50000.00;1.00;0.01;;;
2005ColdDetailed[3.1];pass. car;2010;;PM;;Tÿ,8-9h,0-1km;111310;PC petrol >=2L Euro-1;petrol (4S);>=2L;PC-P-Euro-1;50000.00;1.00;0.00;;;
2005ColdDetailed[3.1];pass. car;2010;;PM;;Tÿ,8-9h,0-1km;121130;PC diesel <1,4L Euro-3;diesel;<1,4L;PC-D-Euro-3;50000.00;1.00;0.01;;;
2005ColdDetailed[3.1];pass. car;2010;;PM;;Tÿ,9-10h,0-1km;111310;PC petrol >=2L Euro-1;petrol (4S);>=2L;PC-P-Euro-1;50000.00;1.00;0.00;;;
2005ColdDetailed[3.1];pass. car;2010;;PM;;Tÿ,9-10h,0-1km;121130;PC diesel <1,4L Euro-3;diesel;<1,4L;PC-D-Euro-3;50000.00;1.00;0.01;;;
2005ColdDetailed[3.1];pass. car;2010;;PM;;Tÿ,10-11h,0-1km;111310;PC petrol >=2L Euro-1;petrol (4S);>=2L;PC-P-Euro-1;50000.00;1.00;0.00;;;
2005ColdDetailed[3.1];pass. car;2010;;PM;;Tÿ,10-11h,0-1km;121130;PC diesel <1,4L Euro-3;diesel;<1,4L;PC-D-Euro-3;50000.00;1.00;0.02;;;
2005ColdDetailed[3.1];pass. car;2010;;PM;;Tÿ,11-12h,0-1km;111310;PC petrol >=2L Euro-1;petrol (4S);>=2L;PC-P-Euro-1;50000.00;1.00;0.00;;;
2005ColdDetailed[3.1];pass. car;2010;;PM;;Tÿ,11-12h,0-1km;121130;PC diesel <1,4L Euro-3;diesel;<1,4L;PC-D-Euro-3;50000.00;1.00;0.02;;;
2005ColdDetailed[3.1];pass. car;2010;;PM;;Tÿ,>12h,0-1km;111310;PC petrol >=2L Euro-1;petrol (4S);>=2L;PC-P-Euro-1;50000.00;1.00;0.00;;;
2005ColdDetailed[3.1];pass. car;2010;;PM;;Tÿ,>12h,0-1km;121130;PC diesel <1,4L Euro-3;diesel;<1,4L;PC-D-Euro-3;50000.00;1.00;0.02;;;
2005ColdDetailed[3.1];pass. car;2010;;PM;;Tÿ,0-1h,1-2km;111310;PC petrol >=2L Euro-1;petrol (4S);>=2L;PC-P-Euro-1;50000.00;1.00;0.00;;;
2005ColdDetailed[3.1];pass. car;2010;;PM;;Tÿ,0-1h,1-2km;121130;PC diesel <1,4L Euro-3;diesel;<1,4L;PC-D-Euro-3;50000.00;1.00;0.02;;;
2005ColdDetailed[3.1];pass. car;2010;;PM;;Tÿ,1-2h,1-2km;111310;PC petrol >=2L Euro-1;petrol (4S);>=2L;PC-P-Euro-1;50000.00;1.00;0.00;;;
2005ColdDetailed[3.1];pass. car;2010;;PM;;Tÿ,1-2h,1-2km;121130;PC diesel <1,4L Euro-3;diesel;<1,4L;PC-D-Euro-3;50000.00;1.00;0.03;;;
2005ColdDetailed[3.1];pass. car;2010;;PM;;Tÿ,2-3h,1-2km;111310;PC petrol >=2L Euro-1;petrol (4S);>=2L;PC-P-Euro-1;50000.00;1.00;0.00;;;
2005ColdDetailed[3.1];pass. car;2010;;PM;;Tÿ,2-3h,1-2km;121130;PC diesel <1,4L Euro-3;diesel;<1,4L;PC-D-Euro-3;50000.00;1.00;0.03;;;
2005ColdDetailed[3.1];pass. car;2010;;PM;;Tÿ,3-4h,1-2km;111310;PC petrol >=2L Euro-1;petrol (4S);>=2L;PC-P-Euro-1;50000.00;1.00;0.00;;;
2005ColdDetailed[3.1];pass. car;2010;;PM;;Tÿ,3-4h,1-2km;121130;PC diesel <1,4L Euro-3;diesel;<1,4L;PC-D-Euro-3;50000.00;1.00;0.03;;;
2005ColdDetailed[3.1];pass. car;2010;;PM;;Tÿ,4-5h,1-2km;111310;PC petrol >=2L Euro-1;petrol (4S);>=2L;PC-P-Euro-1;50000.00;1.00;0.00;;;
2005ColdDetailed[3.1];pass. car;2010;;PM;;Tÿ,4-5h,1-2km;121130;PC diesel <1,4L Euro-3;diesel;<1,4L;PC-D-Euro-3;50000.00;1.00;0.03;;;
2005ColdDetailed[3.1];pass. car;2010;;PM;;Tÿ,5-6h,1-2km;111310;PC petrol >=2L Euro-1;petrol (4S);>=2L;PC-P-Euro-1;50000.00;1.00;0.00;;;
2005ColdDetailed[3.1];pass. car;2010;;PM;;Tÿ,5-6h,1-2km;121130;PC diesel <1,4L Euro-3;diesel;<1,4L;PC-D-Euro-3;50000.00;1.00;0.04;;;
2005ColdDetailed[3.1];pass. car;2010;;PM;;Tÿ,6-7h,1-2km;111310;PC petrol >=2L Euro-1;petrol (4S);>=2L;PC-P-Euro-1;50000.00;1.00;0.00;;;
2005ColdDetailed[3.1];pass. car;2010;;PM;;Tÿ,6-7h,1-2km;121130;PC diesel <1,4L Euro-3;diesel;<1,4L;PC-D-Euro-3;50000.00;1.00;0.04;;;
2005ColdDetailed[3.1];pass. car;2010;;PM;;Tÿ,7-8h,1-2km;111310;PC petrol >=2L Euro-1;petrol (4S);>=2L;PC-P-Euro-1;50000.00;1.00;0.00;;;
2005ColdDetailed[3.1];pass. car;2010;;PM;;Tÿ,7-8h,1-2km;121130;PC diesel <1,4L Euro-3;diesel;<1,4L;PC-D-Euro-3;50000.00;1.00;0.04;;;
2005ColdDetailed[3.1];pass. car;2010;;PM;;Tÿ,8-9h,1-2km;111310;PC petrol >=2L Euro-1;petrol (4S);>=2L;PC-P-Euro-1;50000.00;1.00;0.00;;;
2005ColdDetailed[3.1];pass. car;2010;;PM;;Tÿ,8-9h,1-2km;121130;PC diesel <1,4L Euro-3;diesel;<1,4L;PC-D-Euro-3;50000.00;1.00;0.05;;;
2005ColdDetailed[3.1];pass. car;2010;;PM;;Tÿ,9-10h,1-2km;111310;PC petrol >=2L Euro-1;petrol (4S);>=2L;PC-P-Euro-1;50000.00;1.00;0.00;;;
2005ColdDetailed[3.1];pass. car;2010;;PM;;Tÿ,9-10h,1-2km;121130;PC diesel <1,4L Euro-3;diesel;<1,4L;PC-D-Euro-3;50000.00;1.00;0.05;;;
2005ColdDetailed[3.1];pass. car;2010;;PM;;Tÿ,10-11h,1-2km;111310;PC petrol >=2L Euro-1;petrol (4S);>=2L;PC-P-Euro-1;50000.00;1.00;0.00;;;
2005ColdDetailed[3.1];pass. car;2010;;PM;;Tÿ,10-11h,1-2km;121130;PC diesel <1,4L Euro-3;diesel;<1,4L;PC-D-Euro-3;50000.00;1.00;0.05;;;
2005ColdDetailed[3.1];pass. car;2010;;PM;;Tÿ,11-12h,1-2km;111310;PC petrol >=2L Euro-1;petrol (4S);>=2L;PC-P-Euro-1;50000.00;1.00;0.00;;;
2005ColdDetailed[3.1];pass. car;2010;;PM;;Tÿ,11-12h,1-2km;121130;PC diesel <1,4L Euro-3;diesel;<1,4L;PC-D-Euro-3;50000.00;1.00;0.06;;;
2005ColdDetailed[3.1];pass. car;2010;;PM;;Tÿ,>12h,1-2km;111310;PC petrol >=2L Euro-1;petrol (4S);>=2L;PC-P-Euro-1;50000.00;1.00;0.00;;;
2005ColdDetailed[3.1];pass. car;2010;;PM;;Tÿ,>12h,1-2km;121130;PC diesel <1,4L Euro-3;diesel;<1,4L;PC-D-Euro-3;50000.00;1.00;0.06;;;
2005ColdDetailed[3.1];pass. car;2010;;NMHC;;Tÿ,0-1h,0-1km;111310;PC petrol >=2L Euro-1;petrol (4S);>=2L;PC-P-Euro-1;50000.00;1.00;4.53;;;
2005ColdDetailed[3.1];pass. car;2010;;NMHC;;Tÿ,0-1h,0-1km;121130;PC diesel <1,4L Euro-3;diesel;<1,4L;PC-D-Euro-3;50000.00;1.00;0.10;;;
2005ColdDetailed[3.1];pass. car;2010;;NMHC;;Tÿ,1-2h,0-1km;111310;PC petrol >=2L Euro-1;petrol (4S);>=2L;PC-P-Euro-1;50000.00;1.00;4.81;;;
2005ColdDetailed[3.1];pass. car;2010;;NMHC;;Tÿ,1-2h,0-1km;121130;PC diesel <1,4L Euro-3;diesel;<1,4L;PC-D-Euro-3;50000.00;1.00;0.11;;;
2005ColdDetailed[3.1];pass. car;2010;;NMHC;;Tÿ,2-3h,0-1km;111310;PC petrol >=2L Euro-1;petrol (4S);>=2L;PC-P-Euro-1;50000.00;1.00;5.09;;;
2005ColdDetailed[3.1];pass. car;2010;;NMHC;;Tÿ,2-3h,0-1km;121130;PC diesel <1,4L Euro-3;diesel;<1,4L;PC-D-Euro-3;50000.00;1.00;0.12;;;
2005ColdDetailed[3.1];pass. car;2010;;NMHC;;Tÿ,3-4h,0-1km;111310;PC petrol >=2L Euro-1;petrol (4S);>=2L;PC-P-Euro-1;50000.00;1.00;5.38;;;
2005ColdDetailed[3.1];pass. car;2010;;NMHC;;Tÿ,3-4h,0-1km;121130;PC diesel <1,4L Euro-3;diesel;<1,4L;PC-D-Euro-3;50000.00;1.00;0.12;;;
2005ColdDetailed[3.1];pass. car;2010;;NMHC;;Tÿ,4-5h,0-1km;111310;PC petrol >=2L Euro-1;petrol (4S);>=2L;PC-P-Euro-1;50000.00;1.00;5.66;;;
2005ColdDetailed[3.1];pass. car;2010;;NMHC;;Tÿ,4-5h,0-1km;121130;PC diesel <1,4L Euro-3;diesel;<1,4L;PC-D-Euro-3;50000.00;1.00;0.13;;;
2005ColdDetailed[3.1];pass. car;2010;;NMHC;;Tÿ,5-6h,0-1km;111310;PC petrol >=2L Euro-1;petrol (4S);>=2L;PC-P-Euro-1;50000.00;1.00;5.95;;;
2005ColdDetailed[3.1];pass. car;2010;;NMHC;;Tÿ,5-6h,0-1km;121130;PC diesel <1,4L Euro-3;diesel;<1,4L;PC-D-Euro-3;50000.00;1.00;0.14;;;
2005ColdDetailed[3.1];pass. car;2010;;NMHC;;Tÿ,6-7h,0-1km;111310;PC petrol >=2L Euro-1;petrol (4S);>=2L;PC-P-Euro-1;50000.00;1.00;6.23;;;
2005ColdDetailed[3.1];pass. car;2010;;NMHC;;Tÿ,6-7h,0-1km;121130;PC diesel <1,4L Euro-3;diesel;<1,4L;PC-D-Euro-3;50000.00;1.00;0.14;;;
2005ColdDetailed[3.1];pass. car;2010;;NMHC;;Tÿ,7-8h,0-1km;111310;PC petrol >=2L Euro-1;petrol (4S);>=2L;PC-P-Euro-1;50000.00;1.00;6.51;;;
2005ColdDetailed[3.1];pass. car;2010;;NMHC;;Tÿ,7-8h,0-1km;121130;PC diesel <1,4L Euro-3;diesel;<1,4L;PC-D-Euro-3;50000.00;1.00;0.15;;;
2005ColdDetailed[3.1];pass. car;2010;;NMHC;;Tÿ,8-9h,0-1km;111310;PC petrol >=2L Euro-1;petrol (4S);>=2L;PC-P-Euro-1;50000.00;1.00;6.80;;;
2005ColdDetailed[3.1];pass. car;2010;;NMHC;;Tÿ,8-9h,0-1km;121130;PC diesel <1,4L Euro-3;diesel;<1,4L;PC-D-Euro-3;50000.00;1.00;0.16;;;
2005ColdDetailed[3.1];pass. car;2010;;NMHC;;Tÿ,9-10h,0-1km;111310;PC petrol >=2L Euro-1;petrol (4S);>=2L;PC-P-Euro-1;50000.00;1.00;7.08;;;
2005ColdDetailed[3.1];pass. car;2010;;NMHC;;Tÿ,9-10h,0-1km;121130;PC diesel <1,4L Euro-3;diesel;<1,4L;PC-D-Euro-3;50000.00;1.00;0.16;;;
2005ColdDetailed[3.1];pass. car;2010;;NMHC;;Tÿ,10-11h,0-1km;111310;PC petrol >=2L Euro-1;petrol (4S);>=2L;PC-P-Euro-1;50000.00;1.00;7.36;;;
2005ColdDetailed[3.1];pass. car;2010;;NMHC;;Tÿ,10-11h,0-1km;121130;PC diesel <1,4L Euro-3;diesel;<1,4L;PC-D-Euro-3;50000.00;1.00;0.17;;;
2005ColdDetailed[3.1];pass. car;2010;;NMHC;;Tÿ,11-12h,0-1km;111310;PC petrol >=2L Euro-1;petrol (4S);>=2L;PC-P-Euro-1;50000.00;1.00;7.65;;;
2005ColdDetailed[3.1];pass. car;2010;;NMHC;;Tÿ,11-12h,0-1km;121130;PC diesel <1,4L Euro-3;diesel;<1,4L;PC-D-Euro-3;50000.00;1.00;0.18;;;
2005ColdDetailed[3.1];pass. car;2010;;NMHC;;Tÿ,>12h,0-1km;111310;PC petrol >=2L Euro-1;petrol (4S);>=2L;PC-P-Euro-1;50000.00;1.00;7.79;;;
2005ColdDetailed[3.1];pass. car;2010;;NMHC;;Tÿ,>12h,0-1km;121130;PC diesel <1,4L Euro-3;diesel;<1,4L;PC-D-Euro-3;50000.00;1.00;0.18;;;
2005ColdDetailed[3.1];pass. car;2010;;NMHC;;Tÿ,0-1h,1-2km;111310;PC petrol >=2L Euro-1;petrol (4S);>=2L;PC-P-Euro-1;50000.00;1.00;4.54;;;
2005ColdDetailed[3.1];pass. car;2010;;NMHC;;Tÿ,0-1h,1-2km;121130;PC diesel <1,4L Euro-3;diesel;<1,4L;PC-D-Euro-3;50000.00;1.00;0.25;;;
2005ColdDetailed[3.1];pass. car;2010;;NMHC;;Tÿ,1-2h,1-2km;111310;PC petrol >=2L Euro-1;petrol (4S);>=2L;PC-P-Euro-1;50000.00;1.00;4.82;;;
2005ColdDetailed[3.1];pass. car;2010;;NMHC;;Tÿ,1-2h,1-2km;121130;PC diesel <1,4L Euro-3;diesel;<1,4L;PC-D-Euro-3;50000.00;1.00;0.27;;;
2005ColdDetailed[3.1];pass. car;2010;;NMHC;;Tÿ,2-3h,1-2km;111310;PC petrol >=2L Euro-1;petrol (4S);>=2L;PC-P-Euro-1;50000.00;1.00;5.11;;;
2005ColdDetailed[3.1];pass. car;2010;;NMHC;;Tÿ,2-3h,1-2km;121130;PC diesel <1,4L Euro-3;diesel;<1,4L;PC-D-Euro-3;50000.00;1.00;0.28;;;
2005ColdDetailed[3.1];pass. car;2010;;NMHC;;Tÿ,3-4h,1-2km;111310;PC petrol >=2L Euro-1;petrol (4S);>=2L;PC-P-Euro-1;50000.00;1.00;5.39;;;
2005ColdDetailed[3.1];pass. car;2010;;NMHC;;Tÿ,3-4h,1-2km;121130;PC diesel <1,4L Euro-3;diesel;<1,4L;PC-D-Euro-3;50000.00;1.00;0.30;;;
2005ColdDetailed[3.1];pass. car;2010;;NMHC;;Tÿ,4-5h,1-2km;111310;PC petrol >=2L Euro-1;petrol (4S);>=2L;PC-P-Euro-1;50000.00;1.00;5.68;;;
2005ColdDetailed[3.1];pass. car;2010;;NMHC;;Tÿ,4-5h,1-2km;121130;PC diesel <1,4L Euro-3;diesel;<1,4L;PC-D-Euro-3;50000.00;1.00;0.32;;;
2005ColdDetailed[3.1];pass. car;2010;;NMHC;;Tÿ,5-6h,1-2km;111310;PC petrol >=2L Euro-1;petrol (4S);>=2L;PC-P-Euro-1;50000.00;1.00;5.96;;;
2005ColdDetailed[3.1];pass. car;2010;;NMHC;;Tÿ,5-6h,1-2km;121130;PC diesel <1,4L Euro-3;diesel;<1,4L;PC-D-Euro-3;50000.00;1.00;0.33;;;
2005ColdDetailed[3.1];pass. car;2010;;NMHC;;Tÿ,6-7h,1-2km;111310;PC petrol >=2L Euro-1;petrol (4S);>=2L;PC-P-Euro-1;50000.00;1.00;6.25;;;
2005ColdDetailed[3.1];pass. car;2010;;NMHC;;Tÿ,6-7h,1-2km;121130;PC diesel <1,4L Euro-3;diesel;<1,4L;PC-D-Euro-3;50000.00;1.00;0.35;;;
2005ColdDetailed[3.1];pass. car;2010;;NMHC;;Tÿ,7-8h,1-2km;111310;PC petrol >=2L Euro-1;petrol (4S);>=2L;PC-P-Euro-1;50000.00;1.00;6.53;;;
2005ColdDetailed[3.1];pass. car;2010;;NMHC;;Tÿ,7-8h,1-2km;121130;PC diesel <1,4L Euro-3;diesel;<1,4L;PC-D-Euro-3;50000.00;1.00;0.36;;;
2005ColdDetailed[3.1];pass. car;2010;;NMHC;;Tÿ,8-9h,1-2km;111310;PC petrol >=2L Euro-1;petrol (4S);>=2L;PC-P-Euro-1;50000.00;1.00;6.82;;;
2005ColdDetailed[3.1];pass. car;2010;;NMHC;;Tÿ,8-9h,1-2km;121130;PC diesel <1,4L Euro-3;diesel;<1,4L;PC-D-Euro-3;50000.00;1.00;0.38;;;
2005ColdDetailed[3.1];pass. car;2010;;NMHC;;Tÿ,9-10h,1-2km;111310;PC petrol >=2L Euro-1;petrol (4S);>=2L;PC-P-Euro-1;50000.00;1.00;7.10;;;
2005ColdDetailed[3.1];pass. car;2010;;NMHC;;Tÿ,9-10h,1-2km;121130;PC diesel <1,4L Euro-3;diesel;<1,4L;PC-D-Euro-3;50000.00;1.00;0.40;;;
2005ColdDetailed[3.1];pass. car;2010;;NMHC;;Tÿ,10-11h,1-2km;111310;PC petrol >=2L Euro-1;petrol (4S);>=2L;PC-P-Euro-1;50000.00;1.00;7.38;;;
2005ColdDetailed[3.1];pass. car;2010;;NMHC;;Tÿ,10-11h,1-2km;121130;PC diesel <1,4L Euro-3;diesel;<1,4L;PC-D-Euro-3;50000.00;1.00;0.41;;;
2005ColdDetailed[3.1];pass. car;2010;;NMHC;;Tÿ,11-12h,1-2km;111310;PC petrol >=2L Euro-1;petrol (4S);>=2L;PC-P-Euro-1;50000.00;1.00;7.67;;;
2005ColdDetailed[3.1];pass. car;2010;;NMHC;;Tÿ,11-12h,1-2km;121130;PC diesel <1,4L Euro-3;diesel;<1,4L;PC-D-Euro-3;50000.00;1.00;0.43;;;
2005ColdDetailed[3.1];pass. car;2010;;NMHC;;Tÿ,>12h,1-2km;111310;PC petrol >=2L Euro-1;petrol (4S);>=2L;PC-P-Euro-1;50000.00;1.00;7.81;;;
2005ColdDetailed[3.1];pass. car;2010;;NMHC;;Tÿ,>12h,1-2km;121130;PC diesel <1,4L Euro-3;diesel;<1,4L;PC-D-Euro-3;50000.00;1.00;0.44;;;
