Id	xCoord	yCoord	Types
1339	710264.257528455	261098.86925232812	education,work
1340	710241.7854269216	225693.59517157575	work
1341	709980.708403499	228579.0977601712	work
1342	710282.6900839439	226341.49498402353	education,work
1343	710835.5542263575	227099.8458053553	work
1344	711029.4997848411	225981.25591411782	work
1345	710917.7714744045	267137.7907384932	work
1346	710550.8753876445	226213.1424101305	work
1347	710809.5815600413	268973.7239352774	work
1348	710980.3164332252	237782.70425402647	work
1349	711461.7525553394	237485.42857359807	work
1350	710996.7556971252	236671.2906369486	shop,work
1351	711814.06779082	236523.92464891422	work
1352	711323.4132571184	264185.51005192794	work
1353	712908.1319104807	226077.75485873898	work
1354	712761.5849415482	235800.38239125206	work
1355	712573.4923735978	256682.6826312544	work
1356	713082.2876293606	233528.01391466532	work
1357	713318.3748523078	235525.3837314359	work
1358	713970.4379765729	228893.79605476282	work
1359	713747.1326109612	231954.7072790197	work
1360	714438.7205097533	261303.7423521668	work
1361	713704.6464515456	261704.84492587254	leisure,work
1362	713394.5171285035	262289.6228736325	leisure,work
1363	714299.6446273013	231459.55082469902	leisure,work
1364	714512.1702958503	266934.62258023606	education,work
1365	714820.4674970796	262207.99527313525	work
1366	715649.8781566605	258361.69344503994	work
1367	715990.2931150601	280964.6730846428	shop,work
1368	715960.2535595259	280639.5861136674	work
1369	717011.5396289516	231795.59091054686	leisure,work
1370	716325.1254941784	235899.57815020645	work
1371	717418.3176712125	257742.68841911218	work
1372	718321.8055622852	258140.30877647625	shop,work
1373	717749.6399292159	259316.3195118273	work
1374	718179.1946215474	233107.18627167106	work
1375	718191.2544426518	250713.99742979812	work
1376	718127.8773167984	227609.05501194837	work
1377	717972.5362728001	271985.59002667305	work
1378	718918.7204994318	231629.34523323906	work
1379	718215.0517148413	281509.27174230054	work
1380	719336.9852127554	230689.11292192384	education,work
1381	719785.3475358929	226784.61603169207	work
1382	720189.5388271481	227985.78794940532	work
1383	720159.7235718329	232233.9439440979	work
1384	719966.5887474723	252626.08674305063	education,work
1385	720250.7140100263	256991.84207453424	work
1386	720320.3621990843	257901.2281312066	shop,work
1387	721378.9664674508	232878.1237194639	work
1388	721054.3006250478	258491.80524368814	education,work
1389	721217.9408333441	257695.08453742595	leisure,work
1390	720962.0645934561	257776.50081525018	work
1391	721267.1447180809	258019.04159550407	work
1392	721309.1343172705	258153.84586755023	work
1393	721561.3437913043	258112.7302370038	leisure,work
1394	721623.5731307785	277516.2835158848	work
1395	721658.4249771404	256464.3282231845	work
1396	721213.7758269927	231473.85421234262	work
1397	721848.9087181359	259554.81969689755	leisure,work
1398	721847.0163631333	255783.79611291556	work
1399	721471.896106743	225138.61206745138	shop,work
1400	721995.146196711	219909.32270041422	work
1401	721626.6187971509	218736.59777594102	work
1402	722378.4674545475	257396.40586618206	work
1403	722542.0066150512	212466.66870470182	work
1404	722579.6258642788	252610.47870882577	education,work
1405	721913.5184727694	280390.4046613047	work
1406	722117.1050476307	221713.03580146862	work
1407	723432.8945140927	221091.97130595747	shop,work
1408	722504.0024364108	272221.10254947824	work
1409	723885.0087688301	205525.0127205735	work
1410	723498.1030638687	275563.5911612071	work
1411	723551.3779083035	219113.67180119667	work
1412	723175.7402184011	281206.801034756	leisure,work
1413	723697.6956143858	212241.97519613383	work
1414	723279.7192579526	211593.61381632584	work
1415	723598.437785026	247610.72662173735	work
1416	724399.291199397	210537.48636628626	shop,work
1417	723273.3228217865	211660.02917643866	work
1418	723052.2687238159	211492.06223362708	shop,work
1419	724408.361480119	250918.68643516127	work
1420	724032.8560359722	258663.19004830092	work
1421	725060.8978627041	206630.3994726907	education,work
1422	724114.2656401447	211356.04998910447	leisure,work
1423	724411.6931244634	243701.21156502646	work
1424	723609.8503836892	243390.88765107666	work
1425	724071.3581036893	275433.3308934689	work
1426	725079.275181747	205829.98710540956	work
1427	724167.6096215991	243141.2717452121	education,work
1428	724658.9047772067	239591.82858122853	work
1429	724642.20657042	248777.5068827941	work
1430	725098.4980914335	208772.20027079197	work
1431	724792.6625236914	209639.2212298925	work
1432	725259.1278608721	206800.23065547476	work
1433	725589.2999036789	238082.14844761824	work
1434	725671.6668257562	269436.93540126714	work
1435	725913.3841582625	269550.1522894896	shop,work
1436	725465.4944960724	270078.6149256058	work
1437	725444.2724550619	221711.5832619803	work
1438	726251.1615487544	246342.01137473696	work
1439	726400.5538563876	259073.72022141836	work
1440	726465.4129188681	236183.4257888818	work
1441	726644.8108567357	257546.95894326005	work
1442	727061.6264646454	234736.513440569	leisure,work
1443	727254.0143429573	254614.86323379056	leisure,work
1444	727520.8437886736	255418.09526914314	work
1445	727139.7852537574	279950.80748121033	education,work
1446	727294.3287469206	236261.13041474283	work
1447	727891.6383990248	254879.7065834616	work
1448	727732.952609709	255074.9420814559	work
1449	727814.0815015236	235487.97588348816	work
1450	728562.6881859006	247085.12262440086	work
1451	727893.2037345617	247751.33966869875	leisure,work
1452	728589.0226969898	256291.00398845476	education,work
1453	728722.7405915766	256600.3971775522	work
1454	728654.5385614907	272745.2544623424	work
1455	729238.946368913	268897.5994192805	work
1456	728930.6601890387	256325.04615520407	work
1457	728239.4693600918	259700.10327471673	work
1458	728831.379549766	274360.0389913204	work
1459	729288.6580564355	253262.3134752148	work
1460	729910.1032630332	256568.90584078792	work
1461	730060.6053101578	279297.298392798	work
1462	730848.9400209833	252982.34637404513	work
1463	730230.0077998452	278081.9250372437	leisure,work
1464	729928.7293144391	278523.0155778944	work
1465	730440.275579394	271866.8767127082	work
1466	731450.0031607025	253310.07278040645	shop,work
1467	731042.2781837628	278545.6388753954	work
1468	731150.9903612925	278523.2473425498	work
1469	732046.0955874741	269195.4066027307	work
1470	731792.3466787473	265929.93639402086	work
1471	732229.0208724305	252755.86295085025	shop,work
1472	732116.063253785	278336.41360955767	work
1473	732145.320877431	253074.33380711474	leisure,work
1474	731536.4524496928	277332.6932804617	work
1475	732275.1212017476	252010.02890147374	work
1476	732533.850710382	265504.83988930314	work
1477	732251.3246938197	265702.0444835427	education,work
1478	732777.8568027441	245275.48634568581	work
1479	733232.2534921811	264826.9828529645	work
1480	732892.0166565282	271014.06614728534	work
1481	733028.8212171942	249736.429410559	work
1482	733105.4716590145	256144.9333594124	work
1483	732761.6158484418	248551.46709287947	work
1484	733565.2939618627	248861.3548860605	work
1485	733281.6009063772	255529.58294482986	work
1486	733205.8823979824	270840.77768181695	work
1487	733393.9641381738	267612.5507100788	work
1488	733782.3177286531	269957.33399331174	work
1489	734867.508346499	265592.5353689042	work
1490	735248.4607663035	253403.42796271056	work
1491	735801.3242033441	262248.4160659615	education,work
1492	735617.1802396058	261994.80972098556	work
1493	735497.2276464221	261593.99087321194	shop,work
1494	735754.1578049688	276564.8663050837	work
1495	736685.6265343069	253025.83409710665	work
1496	737268.6848252692	253164.62300812223	work
1497	736398.4342842355	218981.6452024833	work
1498	737054.3317100698	253106.36987724437	leisure,work
1499	736535.2020847556	252841.04959490168	work
1500	737168.8531154909	256139.0494822431	work
1501	736686.9646100044	253702.72949407494	leisure,work
1502	737749.5546002918	252979.3363494023	work
1503	737516.1882196652	274730.40070075885	work
1504	737335.7656561789	219398.03208744442	work
1505	737764.3386611012	253351.9583217889	leisure,work
1506	738848.8553986492	252741.87944689096	leisure,work
1507	738372.6094664759	256087.31345553932	work
1508	739128.9177150882	255687.49183341675	work
1509	738449.3384004439	250327.65416540837	education,work
1510	738876.3934040111	249918.8305685398	leisure,work
1511	738430.7574652956	249922.71258847168	work
1512	739114.1666922994	246918.10304701808	shop,work
1513	739051.995792332	252447.0246143722	shop,work
1514	738862.4995687678	219628.0221537184	work
1515	740303.0059160939	268668.16345433355	work
1516	740136.8735858777	250633.14553109693	work
1517	739448.5012741553	267336.54835427913	work
1518	739466.1887792039	250494.69255178643	work
1519	739834.5182901758	267883.558276454	leisure,work
1520	740490.3069754769	267618.16621573153	shop,work
