KANT	ZGDE	GEBAEUDE_ID	HHNR	PERSON_ID	GEMT	ALTJ	GORTAUS	AGDE	AWBUS	XH	YH
12	8	5756	2437611	3966	246	53	824	-1	9121	647744.6224594056	246707.7261712812
0	3	2503	5951249	3967	57	17	619	66	1271	679756.8437736887	257475.85920620014
16	9	9173	3575539	3968	489	64	559	4204	1730	648486.340878105	248268.9453280053
21	4	2531	1299800	3969	518	22	490	1102	4860	663680.9980651921	209894.4924304484
24	4	1520	2332289	3970	602	19	933	62	9965	679151.588561192	258619.79928921288
22	1	8543	7662824	3971	666	57	786	261	2610	697259.9783224523	244384.37109590837
12	5	2834	2072576	3972	547	47	8	261	3397	691224.7108246308	236358.17109799196
5	5	2783	4466170	3973	701	82	778	-1	490	671815.5504815634	200911.27963643245
18	1	2399	1451004	3974	667	16	195	261	1389	691855.4026296306	236155.8917691717
9	6	4505	1312745	3975	545	75	622	4021	5462	670852.8466780684	228813.69537483447
2	3	9243	4354205	3976	44	11	565	4323	6790	664537.0530912152	270754.35429407074
0	2	7185	7524656	3977	557	89	689	1024	9418	663298.62418071	209638.9450074476
23	5	1371	5879216	3978	974	52	41	261	7557	695115.2168056129	244408.46642872336
6	4	2043	4136297	3979	818	48	304	1105	1895	647812.8132124299	227940.84971810572
19	3	5652	7236894	3980	697	45	915	4147	106	656245.7893677746	232605.27377875047
25	3	2668	8371790	3981	321	3	720	-1	4448	688846.4137956294	285808.03680530464
17	3	2394	9078514	3982	717	69	833	1054	5768	665498.1361837694	211891.73807868393
12	7	9032	2478395	3983	562	11	342	261	5417	684201.6426893843	245104.9938075287
16	7	2817	7294422	3984	309	21	190	3408	8803	723270.9475067308	251668.72785226937
0	9	9411	7978537	3985	725	47	446	197	2354	702057.033553225	240723.69106234636
22	6	2446	7041045	3986	310	89	287	-1	7132	657748.8582295207	241963.0314351172
19	1	6675	8306739	3987	756	94	580	-1	6351	661766.0396462197	256865.17069115493
17	0	6934	2852377	3988	756	66	241	-1	5286	679129.8567379513	249901.70969671645
17	7	1852	9930260	3989	462	78	53	96	291	680579.8377641512	251011.95086310137
25	9	2333	4334061	3990	253	72	816	-1	5235	694074.618079636	253333.26430787993
15	0	8930	3694246	3991	716	5	605	-1	3055	683416.1651753237	251262.54036690944
14	4	1927	1423548	3992	962	61	289	66	2775	684845.3323431925	247209.1021122193
12	4	1850	9774180	3993	167	51	593	1058	1110	664435.2128085179	210393.77207898675
1	2	1450	5038031	3994	500	80	287	261	7907	679421.4666596188	247172.85835096307
21	1	6760	7339624	3995	495	66	606	1064	7532	675491.5241270523	215636.83515218974
0	3	6744	6064402	3996	892	58	65	250	7770	679469.0578645023	251434.76043720366
6	8	9617	694124	3997	676	43	495	191	897	679741.385135605	252071.782240622
0	1	4824	6829582	3998	521	31	545	261	7790	696868.2497471323	244783.34055422727
19	5	7545	4155339	3999	223	95	978	261	5001	682600.2925970216	248242.23806747035
25	9	4894	9750293	4000	963	70	723	-1	8814	663701.0512890611	208625.07719373258
21	7	6288	6385281	4001	461	24	214	4761	6358	713838.2514226921	259860.03885709762
10	5	6255	7220199	4002	828	15	26	-1	8102	736010.9967979658	261447.4625654888
3	5	9397	8933370	4003	75	83	923	11	4741	675206.4613256882	235652.0134794857
22	9	5032	3461217	4004	231	60	413	4063	8936	668747.0696423431	245276.21530557444
11	3	5941	4071667	4005	367	81	523	4566	266	714867.2554451056	272188.49016077537
2	2	4885	7069946	4006	939	46	673	3313	5589	720019.7933887444	230416.80992594227
4	4	6138	5392884	4007	30	42	567	-1	9143	657303.1898910437	240219.1867443422
23	6	4384	950476	4008	605	78	646	261	6350	682203.4273983295	248018.43222290877
11	1	4318	6673957	4009	191	75	842	3425	1979	736825.4615523702	265420.20971743035
16	9	293	9540495	4010	469	55	536	3426	451	716423.3835940111	256745.86419915108
20	1	2733	1842767	4011	281	45	327	4235	4360	670033.1531674336	228836.38504456694
17	1	3324	6944283	4012	528	52	833	51	4771	682595.4498330059	244531.31051984214
18	4	9168	8820571	4013	994	51	752	-1	9294	732462.4478713826	264648.4314830524
5	1	177	2844009	4014	502	67	971	-1	2561	685663.3011411813	250586.40487641958
5	8	9298	7514321	4015	920	51	352	69	5964	682498.9997744977	246963.1698514198
7	3	8159	1663121	4016	821	23	657	-1	29	682952.2398486021	251521.07208735368
19	0	8062	3286362	4017	435	33	881	4026	9364	657313.0910577192	253722.52682572484
5	4	6672	39116	4018	499	26	798	-1	5942	672227.3185879061	249497.5776899926
3	0	7278	7204925	4019	489	85	622	3336	8823	704306.7769670822	231486.1557285816
3	0	190	4860915	4020	944	22	923	3337	7070	714967.0683413147	233502.73460544192
6	3	4669	3242852	4021	839	20	81	-1	5732	655167.9290121081	249200.63220787366
14	3	2339	2859261	4022	144	19	252	4163	8436	642520.6085078242	260746.78264384775
8	7	3460	2502488	4023	718	34	461	3312	8988	720467.6151142969	230670.54151991877
5	2	3756	7812611	4024	652	38	484	4313	3995	642107.9458482565	261076.42040415367
5	5	1312	8376000	4025	802	1	556	4026	9712	646885.9215801001	251444.38054947
24	0	8241	7844031	4026	497	43	339	3407	5553	725416.6505617299	259657.7615835263
2	5	5785	8846436	4027	635	99	25	4027	865	664198.7314275122	254178.8687065258
9	7	4173	9639175	4028	38	14	294	1510	4935	664923.5605725802	212032.05338392153
24	6	6251	8809519	4029	111	79	990	62	7854	725868.582342625	269548.43610310066
14	3	5627	6260566	4030	257	41	814	3312	543	718315.7624541459	232119.4508535768
21	8	6544	7134375	4031	877	84	869	243	1352	725600.7260772139	270175.08432425593
18	0	6822	8999234	4032	481	79	718	-1	2664	661133.181605696	264369.6461893787
13	4	4675	313975	4033	155	11	722	2939	1872	678369.4508958955	289787.63410892774
0	8	4983	3615366	4034	277	66	680	42	1347	706012.4540890903	280323.0385336243
18	5	2093	8583525	4035	472	88	87	261	4678	683962.6211116785	261146.39038964242
19	8	6250	7667193	4036	930	49	792	1061	3696	668801.2191951865	203208.2164336027
7	7	5227	7386843	4037	938	92	998	4147	8298	648334.3374003617	245963.43619894984
8	5	6120	570644	4038	888	53	319	142	2016	706247.8091589095	232763.70265354041
19	8	3477	6784992	4039	72	11	521	193	3262	687822.5736182258	250196.04169780348
15	3	5357	1994351	4040	925	63	440	-1	2180	689554.6062532793	250281.62966679732
15	2	9303	69279	4041	232	27	316	141	9794	712310.6515747011	237579.88481445896
17	2	5619	3581891	4042	776	7	717	-1	6411	697562.6043735015	260912.3878225024
2	0	2619	431070	4043	64	26	665	224	8454	698499.5674339478	259986.57496541424
2	1	4724	3740136	4044	526	54	409	66	9928	694540.5443055404	262279.6934413437
3	7	2364	6052103	4045	504	35	914	261	9690	690156.3073101633	255525.03653156964
13	1	1547	1645655	4046	958	67	335	228	9081	697543.7310326664	262652.0115665097
18	9	2260	8202658	4047	725	33	521	247	8112	683316.7484963235	252614.79187308636
6	4	2835	6269992	4048	224	45	401	96	7119	675213.4543117052	256986.39740429306
21	7	1533	9296472	4049	406	41	178	135	2791	683226.0469535518	242739.7530244454
6	4	6597	3030164	4050	137	82	777	230	1243	697877.2896711255	260797.07917174604
2	9	9571	6846065	4051	954	35	502	1362	2305	684397.7305975392	212282.74222940204
13	8	92	2574324	4052	648	12	859	53	7262	682262.5379662884	264394.25367765385
11	6	6159	6133077	4053	504	52	769	-1	6701	682171.1908372643	240104.1872147122
14	7	2964	7985343	4054	979	56	447	86	9240	683125.3145110289	249991.3061625467
19	0	812	9024397	4055	53	41	997	-1	3149	678529.9125053853	202583.63527550903
22	2	214	6268559	4056	713	64	770	-1	2825	693735.4964425941	253472.26148397956
13	2	6549	523202	4057	672	29	563	4206	8464	654564.1818793967	248890.54473961925
6	6	7404	4017435	4058	177	3	717	191	6451	665333.9747901033	252718.31189338723
13	9	9668	9194812	4059	136	82	672	2932	8983	679621.0438776999	273911.2339999677
3	7	5282	4414269	4060	624	57	780	96	8772	673003.5692730887	257589.58442271268
20	8	6484	4281956	4061	162	28	540	-1	1731	661299.8186995825	261515.34751696588
22	9	6402	9528556	4062	94	86	911	4037	8495	655223.0198824615	248053.42048716365
21	8	6623	9325762	4063	423	63	932	1069	1060	655229.302629518	223283.38125765894
22	9	8182	674242	4064	97	74	139	230	6771	717828.4410977298	273925.3998253396
22	6	8495	1496062	4065	100	40	256	135	187	658805.6113858521	258428.72421987055
10	3	2201	86263	4066	887	55	913	1054	961	664010.0578004877	211019.36930763163
4	6	1071	189153	4067	687	79	685	4691	5385	730314.6198452164	278103.3402926532
10	5	6933	354019	4068	304	4	140	-1	4601	652570.4870119868	220712.1127519481
5	1	5626	5322068	4069	456	65	611	3443	4204	731174.7613931458	253152.1912465662
21	6	6374	5705215	4070	568	66	647	1061	2301	647401.5810933999	249420.70138465305
2	4	2714	2427103	4071	868	63	94	174	9767	694618.1505667315	253458.9267557448
23	1	7348	5908195	4072	688	42	739	1061	8940	663845.6662309233	212616.60345282627
22	8	554	6528171	4073	234	20	201	4506	9162	737819.5749897483	275857.2280990587
25	7	6956	366408	4074	77	57	828	261	5606	697241.7594045749	236071.7401738358
22	8	5684	3193599	4075	681	98	405	1031	9685	664998.8264297744	223660.3258902405
25	6	1110	4202374	4076	278	69	140	-1	6990	663854.9713554531	254259.77379609496
9	1	5650	6998213	4077	952	85	557	120	777	713019.0657200669	235569.9991170533
9	6	6639	490006	4078	409	1	718	1625	4610	723218.9133990052	216930.5546954934
11	2	9120	7603461	4079	268	17	341	4551	7590	710781.7323408894	261056.07607442013
16	0	1360	6690833	4080	205	57	387	-1	6899	665810.431290655	208471.3558373851
13	0	2295	7234024	4081	972	27	29	248	3724	695531.1368597425	228810.30741734867
5	0	3844	7900462	4082	753	20	775	261	9507	677688.6192928517	236597.67982936045
20	8	7906	3305270	4083	182	59	633	4083	3725	669439.9693596897	245675.9634460692
1	8	9109	1480647	4084	498	68	916	66	5265	689744.0877212114	250797.84194153352
24	9	8428	4114264	4085	970	31	899	53	1048	680630.1857207743	267840.58686119807
11	3	8238	1745235	4086	328	22	500	87	9710	675663.7444548848	256528.69543460364
21	6	7023	9730773	4087	798	57	126	-1	8511	720788.6198911257	259937.77362227323
25	6	809	762476	4088	841	65	411	-1	714	708068.9692607827	246593.9221268047
8	6	1573	4439	4089	888	84	389	54	5921	683161.8184264152	250354.79900957714
3	9	6562	2520265	4090	179	86	770	3338	6423	713044.3511422597	231383.04133534437
0	6	9706	8017318	4091	382	59	601	-1	1968	651134.0541600115	248601.59344354196
12	4	1345	127812	4092	141	22	971	-1	1747	696887.6915132159	226082.08476513944
5	5	4823	2058027	4093	135	86	357	261	9595	683867.4097180669	247010.11990080535
3	8	3843	7434581	4094	134	57	931	66	6737	704351.2040464176	246369.97409543168
2	6	7463	704878	4095	827	4	284	4047	115	664466.7159778805	258746.00558941253
16	8	2641	5703828	4096	235	39	826	172	9840	699038.3212034773	248770.8505627685
3	6	2757	5515927	4097	294	7	776	66	6297	669372.5941491037	252924.5207958179
16	5	6549	2979770	4098	900	2	412	1061	5665	657409.764537058	220510.03246511976
7	6	9307	7007984	4099	184	36	324	4044	6654	661242.3798701845	263898.99663694255
11	4	4987	5691039	4100	47	69	818	-1	8565	720487.0543202128	257715.1282748195
7	7	2084	7131616	4101	767	12	370	1344	4320	707921.645592075	225755.08865974375
21	5	5853	3740476	4102	682	90	961	4112	3339	659879.2513055723	261901.15604030955
15	2	5545	2829552	4103	538	36	5	1058	6083	672130.4495582406	218275.34767881906
19	0	5877	4882089	4104	68	48	441	1024	9861	662797.3995823916	213149.013515888
10	8	5047	5045576	4105	687	48	799	4751	7701	726320.2838246321	259984.7178171869
20	6	1886	6024223	4106	804	36	805	4831	9331	721120.3974822493	268447.9229720824
10	3	9030	8996786	4107	701	80	923	1103	6695	662718.8967768251	217137.008180469
8	4	9667	3321719	4108	55	11	177	261	8086	654038.7359266405	249346.4966828925
20	8	9314	8850837	4109	962	37	587	1363	2201	698229.6285548079	205105.59521508295
13	0	2573	7601448	4110	277	13	870	230	8365	702188.3937338532	264206.21311311435
24	4	3669	1526395	4111	412	11	498	142	2301	693294.1346816476	231626.27436953524
3	0	7447	8078668	4112	452	47	503	2583	266	646769.1543301111	248388.82283018966
18	8	5226	8624139	4113	627	87	482	-1	131	680954.9749381008	201122.37744278222
12	0	6285	2330266	4114	82	84	375	4506	2332	732717.1468018466	264929.4303287047
2	7	5803	5340814	4115	364	61	854	3374	1947	720574.2072676589	248494.2381158188
3	6	9640	1675116	4116	622	31	791	-1	4261	669575.333712801	255530.40899772962
7	8	6690	9050092	4117	47	63	208	1322	5813	695775.2947428237	228468.79050618657
11	1	3538	3473209	4118	151	98	899	66	53	678728.384171606	248474.5603103496
3	5	9323	2399279	4119	969	4	90	1040	1187	670776.9734983521	234958.11076668956
2	2	1495	3628059	4120	754	75	981	1054	3949	666376.9444109716	210294.6756844718
8	3	3215	125438	4121	713	8	352	6	8132	671113.1019310335	241810.76467709933
23	7	3457	1767882	4122	767	3	664	1322	5100	700204.744988791	229128.77779521668
1	7	3529	5665442	4123	358	77	404	-1	3930	650920.9123855804	240186.49496775522
0	0	4970	8648222	4124	980	73	397	1701	420	676105.5257938859	213491.3522587639
9	5	52	374532	4125	246	43	296	244	3604	671800.4031302014	249553.31663619596
8	5	7518	4705936	4126	799	78	792	4165	4197	648878.2398562406	266725.0424348101
4	5	2026	7751468	4127	424	94	414	4721	6916	728838.0145742577	256364.6802874983
9	8	4325	7820088	4128	167	66	331	-1	8575	677636.6869344375	233861.20146486856
0	4	2181	6710339	4129	938	64	978	-1	4761	692481.8874330214	207609.34927120776
3	4	635	8115023	4130	163	39	568	4323	7204	663973.556228119	271108.16006887745
6	0	8129	2686096	4131	147	3	990	-1	1924	701835.9745310775	247346.23143237026
25	1	1867	9086637	4132	632	97	123	66	3250	685539.2462556286	238148.0286288776
1	1	4647	1708541	4133	961	54	947	4146	4599	649603.5575269025	242923.50264593426
0	0	3310	6498123	4134	174	47	197	-1	508	663617.2420959898	209134.7228052773
1	4	2003	9908242	4135	554	43	982	4566	4272	720421.2308537256	273650.45341391594
15	7	5536	3296961	4136	3	79	64	-1	6145	712965.7769078036	245786.3718612471
17	8	3085	2625272	4137	246	17	768	6	7153	682567.3187354421	232850.00892865067
17	2	171	577737	4138	613	50	257	151	2818	688943.0551160153	237457.97772459447
16	9	9026	1515383	4139	26	55	939	1082	7274	648361.780368247	226407.25727799846
22	9	5689	4264249	4140	227	63	336	-1	8768	710457.0683783846	226104.64184146014
9	0	4252	344311	4141	254	46	779	66	4140	671081.89732299	247505.44639178916
13	8	2277	6048396	4142	547	23	89	4204	6250	667516.6544381711	251173.48885360445
10	1	4357	1475842	4143	879	47	897	54	4759	691479.4254401359	249788.5997438476
4	5	2905	2131928	4144	733	23	877	3336	7938	704689.4948199232	231880.19009125934
4	1	1207	7420735	4145	948	93	441	-1	7724	678568.1332789661	251558.48408106586
21	5	9472	9730264	4146	702	2	689	1024	6168	653886.5984664997	214211.3772462154
21	0	6014	8357495	4147	940	30	556	121	6843	711723.096104458	237354.0846480216
21	8	5812	750179	4148	748	75	53	-1	3660	705333.5566543486	231710.2681246312
4	3	7683	8701203	4149	957	49	918	54	9476	684267.957623514	246873.7523834631
2	1	1905	1767537	4150	640	57	644	69	783	682423.4964504754	249182.13289791546
5	6	1457	7373210	4151	758	88	312	-1	5513	691535.6613420114	208113.76007630947
23	2	4527	8164380	4152	166	68	506	1375	3202	703639.8236371053	213663.70249870888
10	2	6163	3491639	4153	109	91	302	159	7098	697041.9040403627	236803.21528711283
25	5	779	7809692	4154	901	5	360	4206	580	655725.1915648914	248377.67684976992
6	3	8914	3491760	4155	153	78	785	1375	3607	699200.164981795	227134.0245312448
18	1	4110	3761097	4156	397	29	369	-1	7543	675043.363110765	221275.0047492162
11	6	2443	5268847	4157	983	90	20	1625	1920	698532.9533864884	232991.71533546853
15	1	8274	2139420	4158	194	24	784	-1	75	648406.7489464212	207359.93625153575
4	7	9750	3865468	4159	992	75	203	141	1703	681985.2769374364	244840.82911808154
1	9	3635	8591405	4160	365	51	270	3402	8625	728303.4828060393	256498.28503637374
11	3	5664	5521280	4161	897	15	886	1364	7947	686237.6038219763	209667.21845305635
17	5	9275	8397878	4162	891	50	479	66	344	687607.9291247916	240146.68694059644
16	8	5329	8741571	4163	128	28	41	243	2877	670374.2247244956	262001.29386997988
14	8	1637	9704589	4164	955	98	101	3339	9778	710923.7542636426	220478.00286149708
14	1	9413	35629	4165	604	29	735	4021	6959	658015.1277894343	257219.98485770728
16	1	2394	8740268	4166	932	22	331	1301	3071	699023.9706102277	220720.26441667014
2	4	9510	6853831	4167	740	5	353	230	1855	689870.7949384948	253232.80105110968
11	8	6213	2691884	4168	835	53	402	1002	5199	649955.0000813614	229246.84734259304
0	3	4654	9312570	4169	439	5	354	141	687	685274.1832131238	238340.27125108294
1	9	7393	2974276	4170	736	17	110	1372	7939	701055.656031412	203524.36491834515
2	9	5769	1683406	4171	194	89	53	120	4720	712566.1310904799	238476.4676176276
17	3	7993	5789646	4172	905	88	985	4761	9900	719013.749896126	264439.30440901185
25	7	1024	6657259	4173	348	50	892	1510	9057	670048.2498440916	200614.71509619398
12	3	1783	8776001	4174	412	27	973	4095	8969	643218.4886041763	262054.03699680808
21	7	6175	7167259	4175	60	33	10	261	2083	679085.6281117826	248250.21533187715
4	1	3988	7159863	4176	784	28	229	1060	460	657535.4404927689	214339.8158384097
12	8	2654	7490181	4177	591	93	314	261	9143	686955.1954678037	236455.09746883684
9	5	4749	1823336	4178	379	78	412	-1	4069	640928.9206581837	238848.64182608904
13	1	6875	1890290	4179	542	88	981	245	6461	678882.5927704489	259098.8381111583
8	6	9835	8828204	4180	261	9	84	1311	7204	682617.4939146795	205204.02101394825
5	4	1421	9176139	4181	934	21	798	-1	1013	676158.7630920634	258497.3828701527
12	7	2153	9457787	4182	698	57	895	261	8123	675773.0061290597	259682.8274716737
18	7	5441	5110552	4183	533	62	696	-1	7697	676311.1677451909	259061.90074847374
0	6	6577	8570480	4184	371	66	217	176	9881	684301.7837264832	253898.71605390095
13	1	6608	9491842	4185	379	59	501	261	769	695085.4261408949	262564.3920876934
23	5	1566	6845504	4186	997	94	906	1709	2126	682830.488698712	233628.47443821726
13	8	7430	8882640	4187	957	1	208	135	9765	689485.0795036004	232838.4725121635
12	7	6651	3620167	4188	215	56	927	261	2060	700858.160704672	233860.88349258367
22	2	1052	5480812	4189	459	15	595	1323	462	689246.2754311376	233821.23298741208
14	8	4593	9183099	4190	808	73	673	-1	3844	664674.1675974012	214093.86132019974
8	6	3853	1948766	4191	394	38	977	-1	8443	720462.0211856115	222991.65903912275
18	4	7244	4906101	4192	93	94	675	4070	2692	651943.7674152451	250555.4218910586
22	5	2756	8626767	4193	881	72	260	62	7791	691374.1674141554	232555.61228122274
13	2	8549	3755502	4194	614	79	296	-1	4639	708257.892667695	235190.8964431894
9	8	699	2113543	4195	103	19	511	248	6728	674755.7187419274	225205.10215344257
7	4	5560	464063	4196	97	41	442	247	9075	674593.5068327192	249223.63693362186
2	3	2172	218094	4197	210	30	436	1501	4697	682142.0334094795	201364.5503698216
5	8	6239	3202143	4198	492	12	971	62	1475	679693.009079576	268029.2930725767
17	6	3827	713486	4199	977	60	509	-1	992	686196.793051587	265501.2262454119
25	1	9572	4345832	4200	78	100	982	141	9695	686041.3242626046	235926.44228672178
8	1	9417	776078	4201	905	58	102	261	1952	677557.0776894137	250017.6561121521
20	2	4962	8569745	4202	629	75	853	193	3206	691676.5454791359	242862.82234250713
2	8	8617	210487	4203	723	61	209	261	4183	685326.8227139113	265043.8702330271
24	0	9859	9800244	4204	184	68	100	230	9418	695754.2019423976	264975.31730896106
0	3	7150	6961650	4205	212	4	560	261	7239	680736.3640876741	262846.51764558407
12	9	9282	3573449	4206	862	92	316	230	5674	705937.1239615747	254712.1860340967
24	4	1474	9043526	4207	906	4	878	3374	7760	720649.9995998825	246943.6305779731
7	1	5050	533480	4208	717	80	464	261	8200	668017.7169328852	261504.23720451884
22	7	8928	7643998	4209	293	71	477	1024	3827	675147.3226994872	221753.26108458714
20	7	196	3611850	4210	315	57	714	198	3940	700025.5574102888	243209.50786358066
24	9	8657	7153408	4211	50	92	511	-1	9857	696029.2480218488	263016.8773885236
18	0	9292	1012423	4212	495	29	493	135	1215	694118.2987974249	227745.69725073778
0	3	3090	7447702	4213	624	4	752	-1	6249	675021.8604601674	225294.3441419459
4	9	1707	6055768	4214	351	47	324	-1	4952	681642.990623087	249653.14672870026
6	2	747	8634920	4215	542	11	626	4201	2172	656299.0640581795	252566.55225140572
5	7	6973	2527125	4216	547	27	441	1311	2481	683113.0449116273	205072.27031520335
15	9	8600	4363614	4217	467	38	38	2495	6698	642038.8982798595	247808.2996835658
4	6	1916	2774583	4218	815	60	199	-1	4762	686812.2764580345	240309.4912190795
18	8	6195	5258242	4219	532	81	953	261	8501	680636.0400174663	246719.189200661
15	5	8530	747286	4220	476	13	599	-1	1811	696725.57633375	235936.31896583753
14	3	5479	2518139	4221	112	53	188	261	2909	689339.0151802304	246255.236969092
21	6	8938	8838187	4222	807	4	597	172	6190	697010.1777132128	240281.42460082096
6	4	7678	1823443	4223	285	23	105	1331	2946	674619.1215393536	221483.6454079321
20	6	4446	1488783	4224	871	43	938	14	2425	678782.4506631211	244439.87453029794
23	9	3538	3842736	4225	563	99	596	27	389	691934.734412877	283967.6465751206
9	3	9449	1136377	4226	818	22	523	245	9959	678236.8412978731	242155.64432862191
25	2	6847	5162205	4227	120	45	454	1505	693	675703.6274847746	205229.00924001186
12	9	1158	555971	4228	616	58	528	-1	6471	668776.1257507831	201652.41944911945
20	7	7470	9999938	4229	121	65	419	191	725	700990.1736215707	237400.67229685534
4	5	5582	592100	4230	333	23	413	4029	8298	663731.9146326932	259655.96576572765
8	4	4458	9874534	4231	87	10	92	1063	6596	666697.2868430635	207679.63897386176
9	0	7165	9212278	4232	890	22	547	243	4864	664109.8004344142	208763.5908633648
25	9	6718	3144180	4233	158	38	909	261	9666	653107.6742095175	247301.00472493542
15	6	9165	1644977	4234	324	34	942	191	6475	677212.8367043136	255119.47805059774
14	2	1604	98226	4235	766	18	231	1301	9968	703717.3282553556	217289.9638009816
8	7	9031	3857389	4236	258	54	969	-1	9626	662094.1003449132	260106.62942935823
18	2	7110	1971850	4237	966	88	46	96	7616	675280.0320990116	254279.83413498313
8	2	6072	557602	4238	506	16	212	172	8557	698791.3052604444	249227.52091666203
7	5	1856	725891	4239	987	78	811	4786	4480	724197.7562743031	258547.4917156721
13	8	4889	1136491	4240	612	26	372	121	4055	703908.5516221314	242508.0091242526
20	1	2683	1638856	4241	572	39	458	1509	4498	678088.1596128526	202607.04767941448
17	3	629	926717	4242	548	5	346	1058	3942	671163.6249153155	201289.2207615832
12	0	8162	9491231	4243	888	30	140	121	5207	703175.2775696599	242540.11016447307
4	8	6199	2419636	4244	91	16	705	1708	2700	671671.7032247882	228238.05561152415
4	0	1152	6385650	4245	685	48	524	86	6094	665302.7310660562	212256.6342372426
9	3	2824	2853638	4246	94	12	763	1058	9864	666492.7727844226	210525.46402112764
12	3	6063	8568266	4247	210	65	613	261	2536	686102.8528374415	237926.46542328421
10	5	4051	6164108	4248	212	97	308	1702	236	665250.824587354	210463.7477249716
21	4	394	1127885	4249	12	38	474	-1	8390	669819.5370345938	244897.7536880238
18	6	6516	4613887	4250	923	93	221	118	4680	702978.9239091763	238105.50590203254
1	9	6123	4523462	4251	36	96	60	1501	5944	674261.253470305	202440.90430897122
13	8	2915	9581496	4252	83	7	289	-1	8124	693057.6392477769	207641.8885395406
9	7	2348	3107356	4253	655	94	718	261	1647	696189.9236118207	253010.52407205093
14	1	2349	7724462	4254	392	41	114	4646	778	729943.5531934418	279379.2922762374
19	6	1992	5329881	4255	411	30	699	-1	3803	677720.4653057824	241748.48403224506
1	3	7163	834939	4256	659	6	515	-1	7473	737060.3206215579	256521.21265808668
16	6	7802	2704804	4257	519	68	422	96	1404	676311.4654219551	257305.662132033
1	7	4232	4575702	4258	361	87	719	151	961	688049.0511560657	242609.1042151354
6	8	4732	8119750	4259	243	28	304	3421	1172	720493.9879824318	259982.50660245525
1	8	6798	7893913	4260	497	41	440	4786	9805	720315.0906465728	259668.79145659786
22	1	9545	9214887	4261	219	7	68	3425	3923	722379.1903674449	259608.35537025688
6	4	3352	2107964	4262	177	80	585	66	3	689843.5952291966	236657.43542068277
2	8	2891	4064465	4263	655	21	101	2	7273	676944.1501076454	236428.43134934988
9	8	4080	2951894	4264	953	29	227	101	8500	676121.8194391893	260656.38577505143
0	5	5580	8168555	4265	525	75	557	4081	326	670517.9403234052	247106.5288557235
15	7	5761	2889378	4266	781	72	506	113	9538	699657.4848123093	240372.13859617658
0	8	6136	6574783	4267	460	86	935	119	4588	700322.6748811414	240191.57020917488
3	5	6774	1116023	4268	710	21	431	261	844	701185.4904395876	238464.23903994492
3	4	8696	6330164	4269	474	5	189	192	3290	694376.3960006576	239823.87574124022
10	4	2904	9722062	4270	753	70	599	159	7315	697744.2171331755	232912.00580919432
11	5	4519	6563027	4271	837	42	634	261	1298	688192.1476000946	251970.13222875746
18	8	403	2012479	4272	277	94	338	4095	4391	658636.7048366092	257549.7487227988
6	8	8112	8111172	4273	621	89	696	4116	5267	657605.4591332298	262400.4495169237
18	9	6656	2812931	4274	312	79	587	261	3433	688384.6422796772	252925.73030979518
13	3	4125	894673	4275	728	26	354	1103	9807	643048.0669088534	221971.5560021332
12	6	1595	8180211	4276	993	84	662	-1	2186	699997.1749921596	268005.2017293557
1	1	2889	7207649	4277	131	2	754	1301	4661	698708.472623332	220147.41473478783
11	3	2718	342150	4278	839	22	852	4082	8106	642922.8292674004	222918.66079048452
5	8	1997	5581821	4279	783	42	59	3001	9670	738965.4007523126	248612.7236394396
13	5	4211	9027541	4280	64	74	800	-1	6761	655318.6611949565	269118.3724176757
10	5	2694	7072590	4281	296	73	135	133	6243	701294.0684699184	228799.09430686955
12	6	6757	1596186	4282	585	72	749	1095	2888	650085.2672411494	235409.85195218105
22	2	1916	2166044	4283	846	76	329	4323	9196	665762.3548208446	267286.49037789775
21	8	1022	6413611	4284	507	48	389	261	7576	668167.3804765407	248329.2422008799
13	6	5179	4226511	4285	720	21	507	4446	4114	735129.8239043675	268841.7497255736
23	1	8906	3563907	4286	500	12	858	4318	5192	664938.3067196079	265339.6985527051
25	9	397	1228657	4287	955	55	616	1349	8741	714253.6601202547	228737.05887431043
19	0	8177	8309048	4288	617	91	927	88	8186	670326.487954873	268713.15247724147
12	2	4109	7886505	4289	230	55	650	-1	1606	704813.1316334299	270941.4009986043
0	6	6416	97285	4290	58	38	798	-1	8974	696326.8874763317	244696.1616584538
12	5	5428	9090368	4291	663	49	867	-1	1861	663366.0736360949	251866.18610182128
8	3	6159	9179585	4292	556	91	603	121	7668	713691.6371527178	226108.81020507947
12	7	8687	7335455	4293	270	78	135	54	5491	686309.9505963152	264161.5992459881
13	9	7371	9437029	4294	391	72	455	136	4237	683213.8025648368	237856.81397733852
17	3	8006	6801870	4295	913	26	192	3377	1680	724464.3107720542	242887.43243880794
7	1	2589	899849	4296	649	3	716	-1	10	723690.9290967134	281659.63003143965
6	9	1061	8126069	4297	854	67	536	261	8205	699555.4668696264	259431.41222597891
22	2	6336	6884582	4298	184	36	879	-1	827	683628.8065107064	248585.58608427653
22	1	6534	2192990	4299	275	56	73	4040	649	684205.0768466169	246017.69579797052
16	8	2462	390100	4300	164	71	288	4082	4112	667147.8422960329	257142.49782121106
22	3	3012	3704944	4301	456	85	759	261	9655	678452.7160745221	248808.38543037573
2	9	6338	5904460	4302	569	2	419	66	4682	679677.7684999336	248957.84212199977
10	4	1321	1631028	4303	202	64	444	-1	1878	684595.6877697593	251371.62342745136
