ZoneId	xCenter	yCenter	xMin	yMin	xMax	yMax	Area	Name
3315	723312.5	225664.265	718980	221154	727645	230174.53	39938268.1613	Schänis
5404	564516.5	135564	561538	131725	567495	139403	21999323	Corbeyrier
4946	725597.5	269995.5	722750	267818	728445	272173	15491532	Weinfelden
5032	711069	157843.25	706795	155435	715343	160251.5	21961279.55	Campo (Blenio)
982	618617.768020983	225838.5	617623.536041965	224492	619612	227185	2800350.79687	Niederönz
571	627681.5	174403.9	623643	169942.8	631720	178865	29225004.2649	Beatenberg
5689	547931.5	172714	546285	170670	549578	174758	8721101	Thierrens
1214	687642.5	192747.5	684910	189108	690375	196387	15455398.9667	Seedorf (UR)
5428	511766.5	153614	507970	150033	515563	157195	18861242	Gimel
389	592591	220661	592030	220012	593152	221310	644787	Meienried
6071	668138	148098	662868	141738	673408	154458	44352769.6612	Ulrichen
6177	653710	132380	648307	127438	659113	137322	58456202.5	Grengiols
1345	716546.5	224364	714368	221750	718725	226978	11586937.4779	Reichenburg
5715	507082.5	140466.5	505785	139083	508380	141850	4184917	Duillier
4431	747176	263041	745105	260080	749247	266002	12042135.8679	Roggwil (TG)
1123	639453	227894	638058	226450	640848	229338	5766550.5	Altishofen
5146	706610.5	96931.5	705218	95815	708003	98048	3782819	Astano
2216	580300	180889	578825	179213	581775	182565	5064846	Pierrafortscha
992	615699.5	231102.75	613467	230120.5	617932	232085	5233327.82971	Wangen an der Aare
218	704443	268902	702579	267692	706307	270112	5026116	Ellikon an der Thur
2843	630770	251340	629820	250390	631720	252290	1986655.5	Buckten
706	580326.5	233776.5	577603	231540	583050	236013	13760778	Saicourt
5902	537783	176646.5	536823	173888	538743	179405	6488186.5	Belmont-sur-Yverdon
14	677959.5	243384.5	676797	241922	679122	244847	3784271.29055	Wettswil am Albis
5918	539050	178108	538067	176703	540033	179513	2239097	Gressy
4761	717658	257031	715466	254817	719850	259245	12433528.9827	Sirnach
1608	727591	217313.05	725809	213470	729373	221156.1	13878304.5017	Filzbach
3391	723158.68	246107.5	721152.36	242700	725165	249515	13778349.8704	Bütschwil
2328	552976.5	153138	551835	151388	554118	154888	4456562	Granges (Veveyse)
2973	674265	280280	672615	278620	675915	281940	4150833.5	Trasadingen
5630	525623	156531.5	524083	155198	527163	157865	5295717.04361	Colombier (VD)
5473	534598	161801.5	533703	160443	535493	163160	3151107.5	Boussens
4321	664286	266451.5	662062	265497	666510	267406	3460580	Unterendingen
2474	616817	258909	615247	257118	618387	260700	6003693.5	Gempen
3232	763488.31	251823.685723726	761825	249894.371447451	765151.62	253753	6503268.30232	Balgach
2889	617060.5	248040	615288	246290	618833	249790	7269324.5	Lauwil
3786	785265.15	148970.55	777545.4	137160.3	792984.9	160780.8	113832202.2999	Samedan
594	632846.7	165901.85	630008.4	162448.7	635685	169355	13523569.7886	Wilderswil
6052	655186.5	143617.5	653383	139790	656990	147445	13693859.5	Bellwald
6746	575982.5	243034	573655	241368	578310	244700	8428502.5	Epauvillers
5213	710076.5	92091.0858908067	709690	91597.1717816134	710463	92585	412325.424025	Ponte Tresa
2767	610209.5	263378.5	609027	262250	611392	264507	2986312.5	Bottmingen
2188	572480	178417.5	570978	176965	573982	179870	5229643.17458	Ecuvillens
5685	547125.5	171179	544823	169578	549428	172780	6438835.5	Saint-Cierges
4302	667761	267169.5	666543	266236	668979	268103	2618656.5	Böbikon
3667	751427.75	176671.25	750737.5	175434	752118	177908.5	1552933.585	Tartar
6158	556182.5	128538	552335	126465	560030	130611	20935742.8111	Vionnaz
160	689632	243448.5	687982	241887	691282	245010	5445261.5	Zumikon
6107	622679	131799.5	620765	128336	624593	135263	16880737.5	Gampel
3782	784461.1	153000.986428413	780020.7	149413.672856826	788901.5	156588.3	24025073.1184	Celerina/Schlarigna
98	671778.5	261870	670645	259410	672912	264330	5679995.5	Schleinikon
2901	679781.5	285881.5	678153	283385	681410	288378	7147501	Gächlingen
6410	548419.833395	196886.686673669	545148	194215.373347337	551691.66679	199558	13976437.8676	Gorgier
43	689745.5	270218.5	688370	268987	691121	271450	3179210.5	Volken
1061	669510.5	209594	663818	205688	675203	213500	15806973.85241	Luzern
5039	716629	146969	715025	145523	718233	148415	6507108	Lottigna
2582	631599.5	243495	630347	241490	632852	245500	2755613.5	Rickenbach (SO)
3502	761431.45	168492.25	758661.7	166594.5	764201.2	170390	8462810.82546	Mon
2785	612928.5	255648.5	611720	253550	614137	257747	5865262	Duggingen
3732	740177.5	191666.05	735210	185612	745145	197720.1	50484971.6244	Flims
3635	753371.35	177609.85	752775.7	177006.9	753967	178212.8	772324.055	Pratval
193	690446.334277556	247288.5	688848	245825	692044.668555112	248752	6400746.66245	Fällanden
3763	821711.55	190767.15	813860.1	180047.8	829563	201486.5	111610508.512	Sent
4921	724405	266559	720570	263368	728240	269750	18886827	Bussnang
119	700420.5	244310	699339	242975	701502	245645	3767880.5	Seegräben
586	639344	166193.5	637278	163115	641410	169272	12349196.0258	Lütschental
3925	766585.55	190244.75	764985.7	188288.5	768185.4	192201	3493240.77243	Lüen
5227	713649	103021.5	711273	101560	716025	104483	5236008	Torricella-Taverne
2859	631628.5	253242	630630	252187	632627	254297	2277242.5	Rümlingen
410	614767	221419.5	613892	220282	615642	222557	2636448.59278	Höchstetten
3374	725536	242798	724150	241586	726922	244010	2818199.5898	Lichtensteig
6286	635097.5	127778	633750	127275	636445	128281	1280482.5	Lalden
447	588618.5	226097.5	585907	224015	591330	228180	5955325.76244	Vauffelin
3602	734475.25	174873.236159633	733215.4	173316.972319266	735735.1	176429.5	2391435.71129	Uors-Peiden
1130	640109	220947.5	638325	219625	641893	222270	6081287.5	Gettnau
415	610574	213060.475102846	608675	211482.950205691	612473	214638	6057574.64658	Lyssach
4196	660884.4	237967.5	659719.8	236025	662049	239910	3994052.32174	Fahrwangen
6216	564150	115153	561910	112938	566390	117368	7916240	Mex (VS)
3987	717818.05	178135	713720.2	171388.7	721915.9	184881.3	43080591.765	Trun
2330	555250	160157.5	554230	159030	556270	161285	2211434	Pont (Veveyse)
5208	716670.5	101041.5	715703	100060	717638	102023	2073216	Origlio
2849	626243.5	257069	625362	255465	627125	258673	3142132.5	Itingen
3810	731447.05	127661.8	729847.6	124284.8	733046.5	131038.8	9313090.32	Santa Maria in Calanca
438	581842.171781605	222487.5	577742	219965	585942.34356321	225010	21599489.966	Orvin
5209	715676.5	93649	715085	93055	716268	94243	575008.5	Pambio-Noranco
87	671933.359978	255104.9070895	671075.7	254214.914179	672791.019956	255994.9	1587600.54031	Hüttikon
4099	656320	257052	655210	255954	657430	258150	2237912.42574	Habsburg
1022	661613.5	232516	660512	231550	662715	233482	2915139.5	Altwis
5861	515215.5	145540.65	513918	144216.3	516513	146865	2720777.5115	Rolle
6191	631700	131163	629295	128508	634105	133818	14899353.5	Ausserberg
5515	539317.5	161619	538305	160210	540330	163028	2878539	Bretigny-sur-Morrens
953	631942.5	213301.5	630245	210930	633640	215673	11327917.8995	Eriswil
221	695589.155	267150.49	693987.31	265437.23	697191	268863.75	5885752.44985	Hettlingen
6031	591835.5	95404	579823	82768	603848	108040	282253179	Bagnes
4486	738770	261538	735695	259753	741845	263323	12512303.2603	Hauptwil-Gottshaus
6201	625906.5	123336.5	623240	118713	628573	127960	21992762	Unterbäch
417	613337	218189	611427	217013	615247	219365	4627607.65275	Niederösch
3912	758710.6	185973.9	756634	183332	760787.2	188615.8	12556893.1553	Malix
6198	626374	131890.5	623553	127348	629195	136433	17424627.5	Niedergesteln
5553	540105.5	187529	538913	186250	541298	188808	3927343	Champagne
6637	489895	116763.5	488380	114937	491410	118590	4957765	Russin
784	662848.5	170967.5	652537	159620	673160	182315	120051761.858	Innertkirchen
6300	623506.5	93274	610595	85100	636418	101448	242692203	Zermatt
2061	551395	159332.5	550650	158290	552140	160375	1916172	Auboranges
5246	725312.5	82229	722830	80240	727795	84218	3898437	Caneggio
5765	519803	171048	516653	168778	522953	173318	13178224.5	Vaulion
762	607007.557742908	160040	599570.115485816	151490	614445	168590	129968314.326	Diemtigen
1144	644654	229618.5	642868	228340	646440	230897	5184770	Uffikon
734	585398.933596238	212825.25	584423	211543	586374.867192476	214107.5	2963206.13741	Bühl
5912	548049	177584	546688	175858	549410	179310	4242224	Démoret
2952	679551.5	289471.5	675845	286660	683258	292283	21599758.5	Schleitheim
6750	577026.5	236423	574358	234613	579695	238233	12386080.37	Lajoux (JU)
2621	613179	249049	611020	246413	615338	251685	10324233.5	Nunningen
2047	556305.5	176808	555138	174968	557473	178648	3537809	Villeneuve (FR)
5281	721909	135823	716330	131633	727488	140013	59127337.4053	Biasca
5708	499712	130137.5	498842	128995	500582	131280	2134203	Chavannes-des-Bois
5787	555379	155339	554503	153438	556255	157240	3553619.5	Ecoteaux
2524	614863.5	225801	614272	225077	615455	226525	1007839	Hüniken
381	599543.285482579	224103.2	597844.570965158	222165	601242	226041.4	6368509.18641	Arch
5020	724549	111201.5	723153	110210	725945	112193	2876608	C'za Medeglia-Robasacco
906	634152.5	185134	628955	181703	639350	188565	36480298	Schangnau
1349	709754.360082049	227811.15	707800.720164098	225973	711708	229649.3	8452338.01239	Wangen (SZ)
177	702583	247463.5	699174	243847	705992	251080	19555754	Pfäffikon
2213	569381.5	183630.5	567103	182388	571660	184873	6902380	Noréaz
5609	549445	147471.6	549015	147115.2	549875	147828	324147.37535	Rivaz
22	691217.5	278825	689775	277325	692660	280325	5662933	Benken (ZH)
6601	492371	116438.5	491145	115457	493597	117420	2841730	Aire-la-Ville
3213	752629.5	260334.85	751147	258796	754112	261873.7	4697574.72768	Goldach
3296	752640.894669471	213444	750390	211855	754891.789338942	215033	9460849.63472	Sargans
6136	572566.5	106106.5	568283	102523	576850	109690	24965878.5	Martigny
5091	700994.398627216	112478.7	697113	111329.4	704875.797254431	113628	4969912.68431	Ascona
5730	504392	141790	502537	139830	506247	143750	5689752	Trélex
1622	720413.5	221042.5	715828	219635	724999	222450	14108442.8903	Niederurnen
6064	658317.5	142004	656445	140143	660190	143865	4681048.5	Niederwald
6776	569736.5	248259	567790	246428	571683	250090	9499863.5	Bressaucourt
874	605556	183940	604370	183395	606742	184485	1801693.6625	Lohnstorf
975	612766	235546	610700	234485	614832	236607	3695667.76001	Farnern
3605	731572.1	175874.3	728970.5	174179.6	734173.7	177569	7416404.44227	Vella
6250	608158	128213	607028	127470	609288	128956	1454612.7167	Veyras
1708	679398.5	228052	678075	226522	680722	229582	5042825.5	Steinhausen
493	580102.245	207908.115165422	578668.19	206258	581536.3	209558.230330844	3575843.81962	Finsterhennen
2220	580376.5	177664	579255	176573	581498	178755	3195646	Praroman
6021	584579	119579	581208	115750	587950	123408	20353041.5	Ardon
2856	633225	257957.5	631680	255555	634770	260360	6935527	Ormalingen
2528	610964.5	223321	610332	221852	611597	224790	1515065.415	Obergerlafingen
2174	571506.5	182141.5	570135	180720	572878	183563	4279398	Avry-sur-Matran
5004	721230	112890	719050	111460	723410	114320	8281718	Camorino
3709	752091.75	167338.45	750531	165936.6	753652.5	168740.3	2499786.595	Patzen-Fardün
1026	666471	219807.5	663827	217648	669115	221967	13229187.5	Eschenbach (LU)
3002	742254	241680.985	740000	234614.97	744508	248747	23957359.9855	Hundwil
6710	590768	242440	589173	239455	592363	245425	13551750.5	Courtételle
5606	543133	151998.3	541443	149748.6	544823	154248	8462782.29001	Lutry
5750	525715.5	176258	522868	174808	528563	177708	7020702.5	Les Clées
4173	642933.5	254741.3	640975	253217	644892	256265.6	8200875.54	Oberhof
6084	596511.5	104407.5	592703	93130	600320	115685	107519947	Hérémence
746	591000.65	222113.5	589347	220357	592654.3	223870	5617844.85139	Safnern
534	605219	216491.5	603765	215278	606673	217705	3418916.51876	Büren zum Hof
3572	734899.059548589	188340.25	731634.419097179	183972.5	738163.7	192708	22360748.7226	Falera
5701	503836	136491	502627	135585	505045	137397	2038648.5	Arnex-sur-Nyon
4286	643157.07	239324.5	641160	237895	645154.14	240754	7096078.3225	Uerkheim
744	589800.45081035	221219.55	588180	219972	591420.901620699	222467.1	3967608.73079	Orpund
1372	695235.5	209022.5	688543	204515	701928	213530	53246494.5	Schwyz
151	688524.854406568	239916.5	686799.708813136	238756	690250	241077	2895768.83264	Erlenbach (ZH)
2023	554462.5	184502.5	553630	183505	555295	185500	1143756	Granges-de-Vesin
3822	733955.25	144982.6	725933.8	135888.2	741976.7	154077	164771995.702	Mesocco
5485	525031.5	160890.5	523650	159318	526413	162463	5654243.5	Grancy
6401	557447.265659166	202935.509622831	556283	202113.019245662	558611.531318332	203758	1683392.0629	Auvernier
6032	582971.5	84991.5	576638	78600	589305	91383	90094213.5	Bourg-Saint-Pierre
932	625213.5	179880	619502	177655	630925	182105	20438171.03602	Horrenbach-Buchen
3594	730796.91150032	174588.25	728146.62300064	172954	733447.2	176222.5	6724953.32819	Degen
4047	661383.5	264790	659222	262890	663545	266690	9379180	Würenlingen
2545	612430	231566	611075	230392	613785	232740	3104598.5	Flumenthal
2761	610966	258197.5	609097	256662	612835	259733	7394193	Aesch (BL)
4871	704246	279349.5	702132	276947	706360	281752	11839622	Wagenhausen
138	694644.15	228567.284018179	692705	226460	696583.3	230674.568036358	7509267.49112	Richterswil
1107	646672.5	211802.5	643860	208825	649485	214780	14305006	Wolhusen
1208	682705	169048.5	673340	163572	692070	174525	104352528.903	Göschenen
5533	542566.5	163729	541183	161948	543950	165510	5001842	Poliez-Pittet
6619	506803.609006619	124205.55	505252.218013237	123200	508355	125211.1	2717167.58485	Corsier (GE)
724	573430	219197.5	568488	215320	578372	223075	26654128.85	Nods
1201	691642.5	193541.5	689665	190968	693620	196115	10214750	Altdorf (UR)
6614	506176	119879	504587	118393	507765	121365	3885055.5	Choulex
4104	658187.5	254766	655905	253107	660470	256425	5149535.3077	Lupfig
3598	734662.4	168381	731255	165139	738069.8	171623	22829667.9291	St.Martin
7301	718994.790972647	92362.5988211537	718571.581945293	91168	719418	93557.1976423074	927009.621125	Campione d'Italia
5652	522570.5	151139	521418	149790	523723	152488	3057589	Villars-sous-Yens
5070	703231.5	142101.5	697398	137283	709065	146920	57766050	Chironico
3534	764091.053738181	152847.4	759766.3	147955.8	768415.807476362	157739	33792426.0535	Mulegns
5492	516809	161865.5	512518	159273	521100	164458	25942769.5	Montricher
5069	706770	146150	705290	143980	708250	148320	3921125	Chiggiogna
5646	524382.861381631	148692.062638942	522393	147086.125277883	526372.722763262	150298	5511162.71616	Saint-Prex
4092	658248.5	253783.5	656522	252717	659975	254850	5020114	Birr
3831	736286.85	124757.4	732893.9	121306.1	739679.8	128208.7	14999649.07	Cama
3337	718059.5	236263.5	714312	232745	721807	239782	19459165.6012	St.Gallenkappel
2192	571380.5	175375	569365	172790	573396	177960	10033182.5	Farvagny
5119	692326.5	117002.5	690615	115067	694038	118938	8610055.5	Mosogno
333	631633	225229	629558	222613	633708	227845	10305231.2978	Melchnau
4721	711970	256651	709752	254088	714188	259214	12257559.2742	Bichelsee-Balterswil
4080	660454.5	245325	658427	242685	662482	247965	10226213	Villmergen
4040	670026	252313.5	668100	250410	671952	254217	8600502.5	Spreitenbach
2210	580480	174660	579385	172205	581575	177115	3319360.5	Montévraz
4451	743074	271294.969486602	741815	269703	744333	272886.938973203	4296598.0211	Uttwil
3985	715693.65	175185.65	709907.6	164868.3	721479.7	185503	101879093.168	Sumvitg
5823	560618	175885.5	559973	175168	561263	176603	1125822.5	Rossens (VD)
6644	500349.6	127762.949282957	498322	125110.898565913	502377.2	130415	10498751.0787	Versoix
5871	513042.250475507	165545	509329.500951013	160040	516755	171050	31915579.9528	L'Abbaye
6298	638356.5	120681.5	633788	115053	642925	126310	51621543	Visperterminen
446	574160.5	230774	570088	228495	578233	233053	24827096.5	Tramelan
3901	759696.65	191220.2	756065.9	187275.4	763327.4	195165	28089493.168	Chur
5322	691321.5	127014	687163	123343	695480	130685	32791664	Someo
2181	570014	181813	569268	180913	570760	182713	1550332.5	Corjolens
2229	567654	172870.5	566768	171298	568540	174443	2141013	Villarsel-le-Gibloux
4005	642333.5	251458.89	639575	249402.78	645092	253515	9816758.75375	Erlinsbach
1220	684074.5	175840.5	676436	170073	691713	181608	96888839.505	Wassen
2842	629835	257492.5	629090	256300	630580	258685	2285003.5	Böckten
5266	716160.5	78373	714498	76498	717823	80248	6148246.5	Stabio
6283	627716.5	118603	624253	116708	631180	120498	13385312	Embd
3663	751716.75	173534.15	750722.7	171540.3	752710.8	175528	4200075.925	Masein
2306	583158.5	185111.5	580300	183473	586017	186750	8396749	Tafers
1149	641891.5	219307.5	640265	217570	643518	221045	3377179	Willisau Stadt
4263	632942.5	266067	631160	263262	634725	268872	11366001.5	Zeiningen
6407	556360	204540	554845	203140	557875	205940	4861084.35794	Corcelles-Cormondrèche
2283	574919	191809	573608	190665	576230	192953	3864545.5	Wallenried
5014	724300.5	113201.5	722218	110680	726383	115723	8021574	Pianezzo
6151	554540.5	112190.5	549908	108833	559173	115548	38881194.5	Champéry
2243	577973	189955	575048	187350	580898	192560	9173335	Barberêche
2407	621176	237058.5	618625	234295	623727	239822	12074294.9833	Oensingen
1087	656103.5	227558.5	652630	224215	659577	230902	23238768.5	Gunzwil
5425	514125.5	155899	509983	152275	518268	159523	25000991	Bière
5885	554448	148943	553453	147288	555443	150598	2155972.5	Jongny
33	691985	273903.5	688800	271567	695170	276240	10349741	Kleinandelfingen
4166	645835	258058	643451	256965	648219	259151	6281675.5	Herznach
2866	629210	260894.5	627692	259048	630728	262741	6934242	Wintersingen
5654	526440.5	158280	525043	156295	527838	160265	6823316.62659	Vullierens
7	677587.5	231130	675585	229130	679590	233130	6493519.5	Knonau
4256	637492.5	264283.195	635985	262624.39	639000	265942	5033994.1212	Obermumpf
227	696981.11	265693.5	694863.22	264107	699099	267280	7568535.24045	Seuzach
1701	683202.5	226839.5	680120	222817	686285	230862	24854524	Baar
6235	608024	124781.5	606938	123653	609110	125910	1982293	Chippis
2443	599529	217029	597925	216068	601133	217990	2181497.6575	Balm bei Messen
5559	536889	185071.5	535425	183725	538353	186418	4783292.5	Giez
2013	567587.010705533	190109	565596.021411065	187955	569578	192263	8930262.93155	Domdidier
2230	579978	178952.5	578848	178295	581108	179610	1409666	Villarsel-sur-Marly
4274	636938.5	234031	634282	231780	639595	236282	13690346	Brittnau
5154	718782.1	90028.8992683768	718219.2	88739.4813921518	719345	91318.3171446019	1815289.70071	Bissone
5556	534884	188926.5	530528	185870	539240	191983	6829019.5	Fiez
3422	733703	258430.5	731158	256036	736248	260825	15834641.0831	Niederbüren
182	704876	252875	702785	250380	706967	255370	10868413.5	Wildberg
4146	650545.76	241273.5	648659.52	239257	652432	243290	8861112.0738	Unterkulm
2905	679930	279050	677715	277692	682145	280408	5344421.5	Osterfingen
5612	544524.35	150805.579071794	543580.7	149073.158143588	545468	152538	1353778.656	Villette (Lavaux)
6795	577967.5	244416.5	576405	243335	579530	245498	2185017.5	Montenol
556	609961	222997.5	608735	221825	611187	224170	1923100.585	Zielebach
671	584822.5	202330	583497	201050	586148	203610	4161467.5	Wileroltigen
5176	717558	99850.5	716793	98838	718323	100863	2056919	Comano
1511	673353	189341.7472878	667403	180485	679303	198198.4945756	92767067.0866	Wolfenschiessen
6111	613803	138560.5	606918	133358	620688	143763	67223396.4517	Leukerbad
5436	512340.5	149849	510813	148790	513868	150908	3046469	Saint-Oyens
5857	512676.5	146316	510943	144322	514410	148310	7776400.5	Gilly
5538	544452.5	163188	543320	160993	545585	165383	5021460	Villars-Tiercelin
2423	602126.5	235196	598303	232425	605950	237967	11443832.5	Gänsbrunnen
692	598001.5	235121.5	596285	233410	599718	236833	6582666.5	Eschert
5678	550645	169010.5	547215	166573	554075	171448	15682081	Moudon
1605	731026.684163883	196124.6	723915	190164.2	738138.368327765	202085	90815081.2074	Elm
663	592350.87	200296.5	589811.04	198818	594890.7	201775	9268879.14074	Frauenkappelen
4301	665823.5	267496	664733	266532	666914	268460	2839781.5	Baldingen
5743	529610.5	171201.5	527263	169120	531958	173283	7619021.5	Arnex-sur-Orbe
854	593438.5	185922.5	589535	181415	597342	190430	40506583.0448	Wahlern
6299	632239	124584	630368	122918	634110	126250	7488714.5	Zeneggen
5933	536129	183635	534665	182925	537593	184345	2269761	Valeyres-sous-Montagny
6072	659711.02	146714	659216.02	146210	660206.02	147218	683889.28875	C'za Gluringen-Ritzingen
5184	721763	95691.5	720353	93495	723173	97888	3426636.52819	Gandria
5802	551399	157992.5	550685	157155	552113	158830	1405729.5	Vuibroye
4023	671023.5	248911	669382	247075	672665	250747	5928034.95595	Bergdietikon
393	598086	222335.2	595980	221127	600192	223543.4	6504990.15869	Rüti bei Büren
6482	553372.5	206065.5	551088	204388	555657	207743	4065401.84972	Montmollin
2276	580002.5	201732	578325	199392	581680	204072	6190731	Ried bei Kerzers
4207	652845	247457	651520	245237	654170	249677	6382740	Schafisheim
1501	679086.5	199106.25	675373	195365	682800	202847.5	24219226.9975	Beckenried
4786	720165.88	256330	719300	255070	721031.76	257590	2266455.45447	Wilen (TG)
549	606625.55	217968.3	605998	216981.6	607253.1	218955	1388853.91389	Schalunen
877	601401	189798.5	599252	188387	603550	191210	7250950.64715	Niedermuhlern
1508	674079.45	199668	670688.6	196993	677470.3	202343	16250155.967	Oberdorf (NW)
3034	754283.5	254941	751885	253760	756682	256122	6748028.5	Rehetobel
1128	643880	222216.5	642690	219943	645070	224490	6455735.5	Ettiswil
2891	623424.5	251344.5	621867	249587	624982	253102	4412548.5	Niederdorf
5501	533207.5	160527.5	531825	159258	534590	161797	3853600.5	Sullens
3930	769054.55	190729.9	767400.4	188486.9	770708.7	192972.9	6898352.12268	St.Peter
946	622752.365	185340.5	621244.73	184193	624260	186488	3521169.35636	Wachseldorn
4074	672216	243647	670497	242247	673935	245047	5365033.5	Oberwil-Lieli
3515	766822.802808875	169600.8	765112.856349754	167929	768532.749267996	171272.6	6976040.15387	Surava
5586	539696.5	156109.75	534408	150679.5	544985	161540	41358830.689	Lausanne
5127	706250.077377748	108681.9	704765.154755497	106818	707735	110545.8	5533153.19841	San Nazzaro
2148	569861	165493	567265	164025	572457	166961	7755032.5	Riaz
250	674398.5	248255	672570	246525	676227	249985	7596411.28565	Urdorf
303	593822.555	213176.009844663	591497.13	210560.019689327	596147.98	215792	15033439.1191	Grossaffoltern
1361	697023	212537.5	694838	208710	699208	216365	22884300	Alpthal
6063	663855.5	148331.5	657278	143470	670433	153193	38556212.77	Münster (VS)
614	618526.5	188400.31	615445	186277	621608	190523.62	13226321.2953	Linden
2963	703661	284908.5	701512	281397	705810	288420	13497510	Ramsen
5811	558751.5	175477.5	557805	174530	559698	176425	1774395.5	Cerniaz (VD)
5079	697485.1	153514.5	691733	147793	703237.2	159236	75204114.445	Quinto
3773	759713.2	135379.4	758184.7	133330.4	761241.7	137428.4	6776304.36046	Castasegna
5046	716298	139590	714258	137380	718338	141800	10419061	Semione
6436	547134	211875.5	543783	208243	550485	215508	23144040.5	Le Locle
53	683360	264968.5	681100	261502	685620	268435	16115678.5	Bülach
1373	688994	211848.5	686745	209090	691243	214607	11842409.3859	Steinen
5591	534856.5	154095.5	533898	152798	535815	155393	2957584.5	Renens (VD)
6724	595681.5	250018	593163	248488	598200	251548	7534986	Soyhières
5905	532828	181945	530923	179880	534733	184010	6877793	Champvent
941	609811.502789765	177479.5	607810.21557953	175612	611812.79	179347	7517471.85011	Thierachern
6051	655567.5	136715	653835	135525	657300	137905	4610691	Ausserbinn
4255	636079.5	266117.5	634357	264990	637802	267245	3110227.5	Mumpf
3587	745495.55057691	182297.829864258	742643.90115382	178645.5	748347.2	185950.159728516	16777070.5935	Versam
3313	721922.969823643	229855.52	716850.939647286	227343.67	726995	232367.37	18665482.8799	Kaltbrunn
5063	679240.5	149816.5	672473	144880	686008	154753	75230937.5	Bedretto
2917	692412.5	290236.5	691025	288735	693800	291738	4895557.5	Lohn (SH)
4135	653293.5	235239.5	651447	232737	655140	237742	9689184.5	Gontenschwil
591	629638	163820.75	627188	160665	632088	166976.5	19139291.5074	Saxeten
5633	530851.5	154754	529680	153468	532023	156040	3871928.5	Echandens
2304	583684.28	181917.834438953	579910	179735.668877907	587458.56	184100	15756987.9553	St.Ursen
3846	824929.1	167280	821871.6	163255.2	827986.6	171304.8	16670471.3163	Valchava
2135	571880.5	157955.5	564968	154458	578793	161453	28381038.5	Gruyères
3583	732927.385287499	184889.3	732262.270574998	181431.6	733592.5	188347	2980053.70376	Schnaus
4078	663408.5	240563.5	662497	239322	664320	241805	2440736.65711	Uezwil
5123	708324.617940498	108860.226713232	706269.235880996	106848	710380	110872.453426463	3865746.49784	Piazzogna
6006	637104.86	134180.5	634311	128040	639898.72	140321	40121838.2738	Mund
102	675485.5	267612	673448	265642	677523	269582	9562578.03566	Weiach
3523	774303.65	176291.95	770474.4	171661.1	778132.9	180922.8	29579100.5004	Wiesen (GR)
6247	612775	120195	608302	115020	617248	125370	31876727	Saint-Luc
5414	564850.578603929	139565	560029.157207858	135503	569672	143627	32081745.9223	Villeneuve (VD)
4227	663412.5	237579.5	661715	236039	665110	239120	4268604.5	Bettwil
1218	705900	193120	696000	188623	715800	197617	64725165.5	Spiringen
5519	535306.5	166819	534518	165513	536095	168125	2138247	Eclagnens
1404	665819	188396.5	660608	178348	671030	198445	92584812.1903	Kerns
5036	715716	160868.6	712165	157115	719267	164622.2	30271244.035	Ghirone
6743	566936	228392.5	564560	226540	569312	230245	10807872.5	Les Breuleux
6786	570345	256451.5	568115	254848	572575	258055	8966109	Courtemaîche
424	618994.735993209	217160.35	614893	213778	623096.471986418	220542.7	28297940.391	Wynigen
6194	625133	125367.5	622858	122725	627408	128010	13767001.5	Eischoll
1625	721694	212202.5	720520	211665	722868	212740	1521663	Riedern
4070	660846	242521	659850	241735	661842	243307	1709788.5	Hilfikon
1106	645487	231147.5	643577	229248	647397	233047	7573863.5	Winikon
1402	675920	185777.35	670350	179633	681490	191921.7	74850773.1532	Engelberg
2402	628897	239328.5	627392	237322	630402	241335	5505731.5	Härkingen
6610	503862.169556801	134136.122322997	502090	132687.244645993	505634.339113601	135585	4656790.88959	Céligny
5160	716137.9	86774.55	714687.8	85240	717588	88309.1	4036710.15744	Brusino Arsizio
5640	523996.5	150491.5	522978	149545	525015	151438	2326544	Lussy-sur-Morges
5681	552261.5	173061.5	551213	171945	553310	174178	1593721	Oulens-sur-Lucens
3294	748595	200222.25	737878	193269.5	759312	207175	128530179.461	Pfäfers
5629	524147	155838.5	523649	154745	524645	156932	1009660.5	Clarmont
4307	657482.5	273170	656100	271573	658865	274767	4814560.02252	Full-Reuenthal
5179	719872.5	97587.5	719310	97020	720435	98155	686835.5	Cureggia
2586	632528.5	243271	630990	240857	634067	245685	6961927	Wangen bei Olten
434	571752.5	224808.5	568705	220780	574800	228837	22174902.5	Courtelary
865	606038.5	188044.5	604962	186547	607115	189542	3491477.37993	Gelterfingen
2770	615792	263645	613777	260447	617807	266843	16644640.5	Muttenz
5557	536131.5	189594	533238	186278	539025	192910	7863881.5	Fontaines-sur-Grandson
442	591563.5	227502.5	589712	225380	593415	229625	7032581.60033	Romont (BE)
5524	536735.5	167871.5	535103	166135	538368	169608	7273703.5	Goumoens-la-Ville
4044	661607.5	261772.5	659825	260053	663390	263492	8272693.5	Untersiggenthal
4134	653960	240855	652260	238980	655660	242730	5901268	Dürrenäsch
2156	575483.701546461	164280.729198876	574212.403092921	163558	576755	165003.458397752	2194385.08149	Villarbeney
5920	545912.5	178495.5	545325	176993	546500	179998	1850635.5	Mézery-près-Donneloye
5603	547068	149790.35	546548	148580.7	547588	151000	1593845.50461	Epesses
2851	634741	253028.5	633877	251987	635605	254070	1592215	Kilchberg (BL)
6771	576443	253027	574443	251091	578443	254963	10599649.5	Alle
